Ohio_STR;12/31/2018;GLOBAL LIQUIDITY RESERVE;IL-GLR;;INTERNATIONAL FUNDS;0.00;GLOBAL CUSTODIAN LIQUIDITY RESERVE;I-GLR;0
Ohio_STR;12/31/2018;SUNTRUST BANKS INC.;867914103;2,902,822.00;COMMON STOCK;57,550.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;SYMANTEC CORP;871503108;1,063,562.00;COMMON STOCK;56,288.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;SYNOPSYS INC.;871607107;2,634,943.00;COMMON STOCK;31,279.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;SYNOVUS FINANCIAL CORP;87161C501;138,293.00;COMMON STOCK;4,323.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;SYSCO CORP.;871829107;1,657,106.00;COMMON STOCK;26,446.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;T ROWE PRICE GROUP INC.;74144T108;5,548,801.00;COMMON STOCK;60,104.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TABLEAU SOFTWARE INC-CL A;87336U105;540,000.00;COMMON STOCK;4,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TAKE-TWO INTERACTIVE;874054109;2,232,769.00;COMMON STOCK;21,690.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TAPESTRY INC;876030107;1,664,989.00;COMMON STOCK;49,333.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TARGA RESOURCES CORP;87612G101;900,284.00;COMMON STOCK;24,994.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TARGET CORP;87612E106;2,933,140.00;COMMON STOCK;44,381.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TCF FINANCIAL CORP;872275102;968,653.00;COMMON STOCK;49,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TD AMERITRADE HOLDING CORP;87236Y108;1,824,837.00;COMMON STOCK;37,272.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TELEDYNE TECHNOLOGIES INC;879360105;2,084,574.00;COMMON STOCK;10,067.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TELEFLEX INC;879369106;2,912,294.00;COMMON STOCK;11,267.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TELEPHONE & DATA SYSTEMS INC.;879433829;405,969.00;COMMON STOCK;12,476.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TEXAS INSTRS INC;882508104;5,821,200.00;COMMON STOCK;61,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TEXTRON INC.;883203101;695,921.00;COMMON STOCK;15,132.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;THE HANOVER INSURANCE GROUP;410867105;1,490,569.00;COMMON STOCK;12,765.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;THERMO FISHER SCIENTIFIC;883556102;7,768,422.00;COMMON STOCK;34,713.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TIFFANY & CO;886547108;2,581,151.00;COMMON STOCK;32,060.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TJX COS. INC.;872540109;1,879,348.00;COMMON STOCK;42,006.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TORCHMARK CORP;891027104;1,429,113.00;COMMON STOCK;19,175.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TOTAL SYS SVCS INC;891906109;2,471,216.00;COMMON STOCK;30,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TRACTOR SUPPLY COMPANY;892356106;928,270.00;COMMON STOCK;11,125.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TRANSDIGM GROUP INC;893641100;4,026,991.00;COMMON STOCK;11,842.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TRANSUNION;89400J107;3,444,352.00;COMMON STOCK;60,640.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TRAVELERS COS INC;89417E109;2,699,883.00;COMMON STOCK;22,546.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TRINITY INDUSTRIES;896522109;656,821.00;COMMON STOCK;31,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TWENTY-FIRST CENTURY FOX - B;90130A200;1,620,937.00;COMMON STOCK;33,925.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TWENTY-FIRST CENTURY FOX INC;90130A101;1,512,797.00;COMMON STOCK;31,438.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TWILIO INC - A;90138F102;843,349.00;COMMON STOCK;9,444.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TWITTER INC;90184L102;1,539,803.00;COMMON STOCK;53,577.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TYLER TECHNOLOGIES I;902252105;278,730.00;COMMON STOCK;1,500.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;TYSON FOODS INC. CL-A;902494103;1,812,877.00;COMMON STOCK;33,949.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;UGI CORP;902681105;1,901,341.00;COMMON STOCK;35,639.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;ULTA SALON COSMETICS &;90384S303;248,023.00;COMMON STOCK;1,013.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;UNDER ARMOUR INC - CLASS C;904311206;591,046.00;COMMON STOCK;36,552.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;UNDER ARMOUR INC. CL A;904311107;61,739.00;COMMON STOCK;3,494.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;UNION PACIFIC CORP.;907818108;2,946,234.00;COMMON STOCK;21,314.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;UNITED CONTINENTAL HOLDINGS;910047109;1,022,343.00;COMMON STOCK;12,210.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;UNITED TECHNOLOGIES;913017109;1,504,882.00;COMMON STOCK;14,133.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;UNITEDHEALTH GROUP INC;91324P102;4,614,948.00;COMMON STOCK;18,525.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;URBAN OUTFITTERS INC;917047102;766,920.00;COMMON STOCK;23,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;US BANCORP;902973304;166,302.00;COMMON STOCK;3,639.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;US FOODS HOLDING CORP;912008109;460,172.00;COMMON STOCK;14,544.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;US TREAS MONEY MARKET - 5IN;IT-INT;7,414,858.00;COMMON STOCK;7,414,857.58;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;V F CORP;918204108;5,208,319.00;COMMON STOCK;73,007.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;VAIL RESORTS INC;91879Q109;524,309.00;COMMON STOCK;2,487.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;VALERO ENERGY CORP.;91913Y100;6,147,015.00;COMMON STOCK;81,993.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;VARIAN MEDICAL SYSTEMS;92220P105;165,886.00;COMMON STOCK;1,464.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;VECTREN CORPORATION;92240G101;1,209,264.00;COMMON STOCK;16,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;VERISIGN INC;92343E102;2,728,536.00;COMMON STOCK;18,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;VERISK ANALYTICS INC-CLASS A;92345Y106;1,951,053.00;COMMON STOCK;17,893.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;VERIZON COMMUNICATIONS;92343V104;1,373,961.00;COMMON STOCK;24,439.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;VICI PROPERTIES INC;925652109;484,862.00;COMMON STOCK;25,818.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;VISA INC-CLASS A;92826C839;7,705,296.00;COMMON STOCK;58,400.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;VISTRA ENERGY CORP;92840M102;817,837.00;COMMON STOCK;35,729.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;VMWARE INC-CLASS A;928563402;2,015,811.00;COMMON STOCK;14,700.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WABTEC;929740108;1,593,340.00;COMMON STOCK;22,681.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WALGREENS BOOTS ALLIANCE INC;931427108;359,074.00;COMMON STOCK;5,255.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WALMART INC;931142103;4,070,096.00;COMMON STOCK;43,694.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WASTE MANAGEMENT INC.;94106L109;2,265,507.00;COMMON STOCK;25,458.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WATSCO INC.;942622200;264,366.00;COMMON STOCK;1,900.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WAYFAIR INC-CLASS A;94419L101;1,360,929.00;COMMON STOCK;15,108.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WEC ENERGY GROUP INC.;92939U106;1,889,136.00;COMMON STOCK;27,276.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WELLCARE HEALTH PLANS INC;94946T106;3,054,532.00;COMMON STOCK;12,938.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WEST PHARMACEUTICAL;955306105;363,985.00;COMMON STOCK;3,713.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WEX INC.;96208T104;1,309,701.00;COMMON STOCK;9,351.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WHITING PETROLEUM CORP;966387409;637,589.00;COMMON STOCK;28,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WILLIS TOWERS WATSON PLC;G96629103;48,899.00;COMMON STOCK;322.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WORLDPAY INC.;981558109;1,476,322.00;COMMON STOCK;19,316.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;WPX ENERGY INC;98212B103;1,769,635.00;COMMON STOCK;155,915.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;XCEL ENERGY INC;98389B100;1,310,582.00;COMMON STOCK;26,600.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;XYLEM INC.;98419M100;2,261,208.00;COMMON STOCK;33,891.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;YUM BRANDS INC;988498101;762,936.00;COMMON STOCK;8,300.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;ZENDESK INC;98936J101;1,723,783.00;COMMON STOCK;29,532.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;ZIONS BANCORPORATION;989701107;899,702.00;COMMON STOCK;22,084.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;ZOETIS INC;98978V103;3,661,112.00;COMMON STOCK;42,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;IHS MARKIT LTD;G47567105;1,487,070.00;INTERNATIONAL COMMON STOCKS;31,000.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;ALEXANDRIA REAL ESTATE;015271109;1,060,438.00;REAL ESTATE INVESTMENT TRUST;9,202.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;CAMDEN PROPERTY TRUST;133131102;457,860.00;REAL ESTATE INVESTMENT TRUST;5,200.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;CUBESMART;229663109;1,625,289.00;REAL ESTATE INVESTMENT TRUST;56,650.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;DIGITAL REALTY TRUST INC;253868103;2,082,839.00;REAL ESTATE INVESTMENT TRUST;19,548.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;EQUITY LIFESTYLE PROPERTIES;29472R108;203,973.00;REAL ESTATE INVESTMENT TRUST;2,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;EXTRA SPACE STORAGE INC;30225T102;1,158,144.00;REAL ESTATE INVESTMENT TRUST;12,800.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;JBG SMITH PROPERTIES;46590V100;283,667.00;REAL ESTATE INVESTMENT TRUST;8,149.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;LIBERTY PROPERTY TRUST;531172104;255,468.00;REAL ESTATE INVESTMENT TRUST;6,100.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;LIFE STORAGE INC;53223X107;1,047,439.00;REAL ESTATE INVESTMENT TRUST;11,264.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;MEDICAL PROPERTIES TRUST INC;58463J304;821,334.00;REAL ESTATE INVESTMENT TRUST;51,078.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;MID-AMERICAN APARTMENT;59522J103;282,889.00;REAL ESTATE INVESTMENT TRUST;2,956.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;NATIONAL RETAIL PROPERTIES;637417106;961,711.00;REAL ESTATE INVESTMENT TRUST;19,825.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;NEW RESIDENTIAL INVESTMENT;64828T201;1,658,662.00;REAL ESTATE INVESTMENT TRUST;116,725.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;OMEGA HEALTHCARE INV;681936100;1,019,455.00;REAL ESTATE INVESTMENT TRUST;29,003.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;PARK HOTELS & RESORTS INC;700517105;382,062.00;REAL ESTATE INVESTMENT TRUST;14,706.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;PROLOGIS INC.;74340W103;1,067,295.00;REAL ESTATE INVESTMENT TRUST;18,176.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;REALTY INCOME CORP;756109104;451,682.00;REAL ESTATE INVESTMENT TRUST;7,165.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;SIMON PROP GROUP INC.;828806109;430,390.00;REAL ESTATE INVESTMENT TRUST;2,562.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;SPIRIT REALTY CAPITAL INC.;84860W300;1,003,109.00;REAL ESTATE INVESTMENT TRUST;28,457.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;STORE CAPITAL CORP;862121100;1,406,101.00;REAL ESTATE INVESTMENT TRUST;49,668.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;SUN COMMUNITIES INC;866674104;2,489,251.00;REAL ESTATE INVESTMENT TRUST;24,474.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;UDR INC;902653104;295,209.00;REAL ESTATE INVESTMENT TRUST;7,451.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;UNITI GROUP INC;91325V108;828,090.00;REAL ESTATE INVESTMENT TRUST;53,185.00;INTECH (Q);5IN;0
Ohio_STR;12/31/2018;AMERICAN EQUITY INVESTMENT;025676206;3,148,140.00;COMMON STOCK;112,675.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;APERGY CORP;03755L104;2,756,744.00;COMMON STOCK;101,800.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;ARGO GROUP INTL HOLDINGS;G0464B107;6,645,914.00;COMMON STOCK;98,824.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;AVISTA CORP;05379B107;1,986,365.00;COMMON STOCK;46,760.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;BARNES GROUP INC.;067806109;3,418,275.00;COMMON STOCK;63,750.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;BLACK HILLS CORP;092113109;2,679,137.00;COMMON STOCK;42,675.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;CACI INTERNATIONAL INC.-CL A;127190304;4,533,344.00;COMMON STOCK;31,475.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;CHEESECAKE FACTORY (THE);163072101;3,676,421.00;COMMON STOCK;84,496.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;COLUMBIA BANKING SYSTEM INC;197236102;3,971,033.00;COMMON STOCK;109,425.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;COMMVAULT SYSTEMS INC;204166102;3,134,725.00;COMMON STOCK;53,050.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;CVB FINL CORP;126600105;2,683,510.00;COMMON STOCK;132,650.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;DENNYS CORPORATION;24869P104;5,081,025.00;COMMON STOCK;313,450.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;DIODES INC;254543101;2,697,743.00;COMMON STOCK;83,625.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;DYCOM INDUSTRIES INC.;267475101;2,451,957.00;COMMON STOCK;45,373.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;EAGLE MATERIALS INC;26969P108;2,184,874.00;COMMON STOCK;35,800.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;EAGLE PHARMACEUTICALS INC;269796108;2,295,523.00;COMMON STOCK;56,975.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;EL PASO ELECTRIC COMPANY;283677854;3,364,976.00;COMMON STOCK;67,125.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;ENPRO INDUSTRIES INC;29355X107;1,682,800.00;COMMON STOCK;28,000.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;ESCO TECHNOLOGIES INC;296315104;7,073,138.00;COMMON STOCK;107,250.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;FCB FINANCIAL HOLDINGS-CL A;30255G103;1.00;COMMON STOCK;0.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;FIRST FINL BANCORP O;320209109;3,407,971.00;COMMON STOCK;143,675.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;FIRST MIDWEST BANCORP INC.;320867104;2,885,327.00;COMMON STOCK;145,650.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;FNB CORP;302520101;1,752,012.00;COMMON STOCK;178,050.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;FRANKLIN ELEC INC;353514102;2,599,600.00;COMMON STOCK;60,625.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;FRESH DEL MONTE PRODUCE INC;G36738105;2,710,725.00;COMMON STOCK;95,887.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;HARSCO CORP;415864107;2,773,946.00;COMMON STOCK;139,675.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;HOPE BANCORP INC;43940T109;2,246,035.00;COMMON STOCK;189,379.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;HUB GROUP INC;443320106;2,338,190.00;COMMON STOCK;63,075.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;INDEPENDENT BANK GROUP INC;45384B106;3,238,594.00;COMMON STOCK;70,758.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;INTEGRATED DEVICE TECH INC;458118106;6,833,958.00;COMMON STOCK;141,110.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;INTERFACE INC;458665304;2,089,406.00;COMMON STOCK;146,625.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;ITT INC;45073V108;4,858,376.00;COMMON STOCK;100,650.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;KNOLL INC;498904200;2,310,084.00;COMMON STOCK;140,175.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;KORN FERRY;500643200;3,299,613.00;COMMON STOCK;83,450.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;LHC GROUP INC;50187A107;6,730,445.00;COMMON STOCK;71,692.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;LYDALL INC.;550819106;1,016,536.00;COMMON STOCK;50,051.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;MANTECH INTERNATIONAL;564563104;5,802,130.00;COMMON STOCK;110,950.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;MATTHEWS INTL CORP;577128101;1,791,342.00;COMMON STOCK;44,100.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;MCGRATH RENTCORP;580589109;2,716,239.00;COMMON STOCK;52,763.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;MINERALS TECHNOLOGIES INC;603158106;2,683,799.00;COMMON STOCK;52,275.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;MUELLER WTR PRODS INC;624758108;2,793,700.00;COMMON STOCK;307,000.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;NORTHWESTERN CORP;668074305;4,548,646.00;COMMON STOCK;76,525.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;OXFORD INDUSTRIES INC.;691497309;1,926,960.00;COMMON STOCK;27,125.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;PEBBLEBROOK HOTEL TRUST;70509V100;2,521,855.00;COMMON STOCK;89,080.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;PH GLATFELTER CO;377316104;1,845,577.00;COMMON STOCK;189,096.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;PLEXUS CORP;729132100;4,502,702.00;COMMON STOCK;88,150.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;PRA GROUP INC;69354N106;3,250,349.00;COMMON STOCK;133,375.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;PROGRESS SOFTWARE;743312100;3,104,026.00;COMMON STOCK;87,462.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;RENASANT CORP;75970E107;2,661,122.00;COMMON STOCK;88,175.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;RING ENERGY INC;76680V108;1,736,090.00;COMMON STOCK;341,750.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;RUSH ENTERPRISES INC - CL A;781846209;3,413,520.00;COMMON STOCK;99,000.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;SAIA INC;78709Y105;2,979,393.00;COMMON STOCK;53,375.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;SANDERSON FARMS INC;800013104;3,013,452.00;COMMON STOCK;30,350.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;SANDY SPRING BANCORP INC;800363103;2,283,276.00;COMMON STOCK;72,855.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;SCHOLASTIC CORP;807066105;3,973,622.00;COMMON STOCK;98,699.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;SELECTIVE INSURANCE GROUP;816300107;6,011,731.00;COMMON STOCK;98,650.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;SOUTH STATE CORP;840441109;3,069,440.00;COMMON STOCK;51,200.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;SOUTHWEST GAS HOLDINGS INC;844895102;3,740,850.00;COMMON STOCK;48,900.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;SRC ENERGY INC;78470V108;2,091,970.00;COMMON STOCK;445,100.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;SYNOVUS FINANCIAL CORP;87161C501;1,887,438.00;COMMON STOCK;59,000.88;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;TOWNE BANK;89214P109;2,770,153.00;COMMON STOCK;115,664.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;TRI POINTE HOMES INC;87265H109;2,162,774.00;COMMON STOCK;197,875.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;TRUEBLUE INC;89785X101;3,446,525.00;COMMON STOCK;154,900.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;UMB FINL CORP;902788108;2,742,126.00;COMMON STOCK;44,975.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;UMPQUA HLDGS CORP;904214103;2,491,928.00;COMMON STOCK;156,725.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;UNITED BANKSHARES INC.;909907107;2,107,703.00;COMMON STOCK;67,750.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;UNITED CMNTY BKS BLA;90984P303;3,045,711.00;COMMON STOCK;141,925.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;US TREAS MONEY MARKET - 6CH;IT-CIP;5,024,901.00;COMMON STOCK;5,024,901.39;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;WOLVERINE WORLD WIDE;978097103;3,129,206.00;COMMON STOCK;98,125.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;EMPIRE STATE REALTY TRUST-A;292104106;2,333,720.00;REAL ESTATE INVESTMENT TRUST;164,000.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;FIRST INDUSTRIAL RE;32054K103;3,191,483.00;REAL ESTATE INVESTMENT TRUST;110,585.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;HEALTHCARE RLTY TR;421946104;3,679,994.00;REAL ESTATE INVESTMENT TRUST;129,395.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;KITE REALTY GROUP TRUST;49803T300;1,419,737.00;REAL ESTATE INVESTMENT TRUST;100,762.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;PS BUSINESS PARKS INC/CA;69360J107;4,437,625.00;REAL ESTATE INVESTMENT TRUST;33,875.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;STAG INDUSTRIAL INC;85254J102;3,327,700.00;REAL ESTATE INVESTMENT TRUST;133,750.00;CHARTWELL (SV);6CH;0
Ohio_STR;12/31/2018;ACADIA HEALTHCARE CO INC;00404A109;2,763,825.00;COMMON STOCK;107,500.00;NEUBERGER BERMAN (SV);6DG;0
Ohio_STR;12/31/2018;ACCURAY INC;004397105;1,693,815.00;COMMON STOCK;496,720.00;NEUBERGER BERMAN (SV);6DG;0
Ohio_STR;12/31/2018;ACTUANT CORP CL A;00508X203;2,265,346.00;COMMON STOCK;107,925.00;NEUBERGER BERMAN (SV);6DG;0
Ohio_STR;12/31/2018;ALIMCO FINANCIAL CORP;01626K206;69,760.00;COMMON STOCK;8,720.00;NEUBERGER BERMAN (SV);6DG;0
Ohio_STR;12/31/2018;ALLSCRIPTS HEALTHCARE;01988P108;3,490,644.00;COMMON STOCK;362,100.00;NEUBERGER BERMAN (SV);6DG;0
Ohio_STR;12/31/2018;AMNEAL PHARMACEUTICALS INC;03168L105;2,711,412.00;COMMON STOCK;200,400.00;NEUBERGER BERMAN (SV);6DG;0
Ohio_STR;12/31/2018;ARRIS INTL INC SHS;G0551A103;8,666,595.00;COMMON STOCK;283,500.00;NEUBERGER BERMAN (SV);6DG;0
Ohio_STR;12/31/2018;ATLANTIC POWER CORP;04878Q863;1,726,235.00;COMMON STOCK;795,500.00;NEUBERGER BERMAN (SV);6DG;0
Ohio_STR;12/31/2018;ATRICURE INC;04963C209;2,665,260.00;COMMON STOCK;87,100.00;NEUBERGER BERMAN (SV);6DG;0
Ohio_STR;12/31/2018;AVERY DENNISON;053611109;5,210,140.00;COMMON STOCK;58,000.00;NEUBERGER BERMAN (SV);6DG;0
