Ohio_STR;TEACHERS;GLOBAL LIQUIDITY RESERVE;;;INTERNATIONAL FUNDS;;GLOBAL CUSTODIAN LIQUIDITY RESERVE;I-GLR;0
Ohio_STR;TEACHERS;MAPFRE SA;;;INTERNATIONAL COMMON STOCKS;900,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MARINE HARVEST;;;INTERNATIONAL COMMON STOCKS;38,382.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MARUICHI STEEL TUBE LTD;;;INTERNATIONAL COMMON STOCKS;82,600.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MEBUKI FINANCIAL GROUP INC;;;INTERNATIONAL COMMON STOCKS;1,186,380.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MEGGITT;;;INTERNATIONAL COMMON STOCKS;665,979.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MERCK KGAA DEM NPV;;;INTERNATIONAL COMMON STOCKS;25,184.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MERLIN ENTERTAINMENT;;;INTERNATIONAL COMMON STOCKS;976.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;METRO INC -A;;;INTERNATIONAL COMMON STOCKS;3.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MICHELIN (CGDE);;;INTERNATIONAL COMMON STOCKS;97,072.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MIRACA HOLDINGS INC;;;INTERNATIONAL COMMON STOCKS;5,064.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MIRVAC GROUP;;;INTERNATIONAL COMMON STOCKS;1,493,122.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI CORP Y5;;;INTERNATIONAL COMMON STOCKS;567,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI ELEC CP;;;INTERNATIONAL COMMON STOCKS;1,531,200.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI GAS CHEMICAL CO;;;INTERNATIONAL COMMON STOCKS;273,800.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI MATERLS;;;INTERNATIONAL COMMON STOCKS;96,300.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI MOTORS CORP;;;INTERNATIONAL COMMON STOCKS;1,012,900.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI UFJ FINANCIAL CORP;;;INTERNATIONAL COMMON STOCKS;728,294.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUI + CO JPY50;;;INTERNATIONAL COMMON STOCKS;1,267,400.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUI CHEMICALS I;;;INTERNATIONAL COMMON STOCKS;148,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUI FUDOSAN CO;;;INTERNATIONAL COMMON STOCKS;125.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUI O.S.K. LINE;;;INTERNATIONAL COMMON STOCKS;1,203,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUI SUMITOMO INSURANCE;;;INTERNATIONAL COMMON STOCKS;446,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MIXI INC;;;INTERNATIONAL COMMON STOCKS;52,200.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MIZUHO FINANCIAL GROUP;;;INTERNATIONAL COMMON STOCKS;4,166,967.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MOBILEYE NV;;;INTERNATIONAL COMMON STOCKS;21,325.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MONDI PLC;;;INTERNATIONAL COMMON STOCKS;713,555.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MORRISON <WM.>;;;INTERNATIONAL COMMON STOCKS;352,904.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MUNCHENER RUCKVS;;;INTERNATIONAL COMMON STOCKS;76,060.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NAMCO BANDAI HOLDINGS;;;INTERNATIONAL COMMON STOCKS;13,900.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NATIONAL BANK OF CANADA;;;INTERNATIONAL COMMON STOCKS;240,387.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NATIONAL GRID GROU;;;INTERNATIONAL COMMON STOCKS;882,254.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NATL AUSTRALIA BK;;;INTERNATIONAL COMMON STOCKS;540,206.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NESTLE SA CHF;;;INTERNATIONAL COMMON STOCKS;261,793.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NEW WORLD DEVEL CO;;;INTERNATIONAL COMMON STOCKS;3,145,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NEWCREST MINING LIMITED;;;INTERNATIONAL COMMON STOCKS;30,118.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NICE SYSTEMS LTD;;;INTERNATIONAL COMMON STOCKS;65,041.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NIPPON ELECTRIC GLASS CO LTD;;;INTERNATIONAL COMMON STOCKS;182,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NIPPON PAINT CO LTD;;;INTERNATIONAL COMMON STOCKS;1.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NIPPON STEEL & SUMITOMO;;;INTERNATIONAL COMMON STOCKS;56,100.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NIPPON TEL+TEL CP;;;INTERNATIONAL COMMON STOCKS;293,761.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NISSAN MOTOR CO Y5;;;INTERNATIONAL COMMON STOCKS;418,458.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NN GROUP NV;;;INTERNATIONAL COMMON STOCKS;193,338.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NOK CORP;;;INTERNATIONAL COMMON STOCKS;2.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NORSK HYDRO AS NOK;;;INTERNATIONAL COMMON STOCKS;211,903.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NOVARTIS AG CHF 20;;;INTERNATIONAL COMMON STOCKS;101,056.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NTT DOCOMO INC;;;INTERNATIONAL COMMON STOCKS;1,088,094.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NWS HOLDINGS LTD;;;INTERNATIONAL COMMON STOCKS;413,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NXP SEMICONDUCTORS NV;;;INTERNATIONAL COMMON STOCKS;48,101.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OBAYASHI CORP JPY5;;;INTERNATIONAL COMMON STOCKS;817,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OIL SEARCH LTD;;;INTERNATIONAL COMMON STOCKS;86,367.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OJI HOLDINGS CORP;;;INTERNATIONAL COMMON STOCKS;1,142,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OMV AG AUSH100;;;INTERNATIONAL COMMON STOCKS;501,111.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ONEX CORPORATION;;;INTERNATIONAL COMMON STOCKS;33,200.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ONO PHARMACEUTICAL CO LTD;;;INTERNATIONAL COMMON STOCKS;80,200.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OPEN TEXT CORP;;;INTERNATIONAL COMMON STOCKS;41,300.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ORIGIN ENERGY LIMITED;;;INTERNATIONAL COMMON STOCKS;369,996.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ORIX CORP Y50;;;INTERNATIONAL COMMON STOCKS;246,700.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ORKLA ASA NWKR 6.2;;;INTERNATIONAL COMMON STOCKS;122,498.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OSAKA GAS CO Y50;;;INTERNATIONAL COMMON STOCKS;2,515,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OTSUKA HOLDINGS CO LTD;;;INTERNATIONAL COMMON STOCKS;125,100.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OVERSEA CHINESE BANKING;;;INTERNATIONAL COMMON STOCKS;2,084,200.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PARGESA HOLDING SA-BR;;;INTERNATIONAL COMMON STOCKS;19,194.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PCCW LTD;;;INTERNATIONAL COMMON STOCKS;1,836,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PEARSON ORD 25P;;;INTERNATIONAL COMMON STOCKS;275,321.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PEMBINA PIPELINE CORP;;;INTERNATIONAL COMMON STOCKS;186,500.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PERSIMMON;;;INTERNATIONAL COMMON STOCKS;59,774.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PHILIPS ELECTRONICS;;;INTERNATIONAL COMMON STOCKS;212,314.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PORSCHE AG-PFD;;;INTERNATIONAL COMMON STOCKS;49,114.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;POTASH CORP OF;;;INTERNATIONAL COMMON STOCKS;37,081.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;POWER FINANCIAL CORP;;;INTERNATIONAL COMMON STOCKS;196,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PROSIEBENSAT.1 MEDIA AG;;;INTERNATIONAL COMMON STOCKS;109,294.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;QANTAS AIRWAYS LTD;;;INTERNATIONAL COMMON STOCKS;96,773.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RAIFFEISEN BANK INTERNATIONAL;;;INTERNATIONAL COMMON STOCKS;369,351.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RECKITT BENCKISER GROUP PLC;;;INTERNATIONAL COMMON STOCKS;1.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;REED INTERNATIONAL;;;INTERNATIONAL COMMON STOCKS;1,117,138.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RELX NV;;;INTERNATIONAL COMMON STOCKS;333,646.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;REMY COINTREAU;;;INTERNATIONAL COMMON STOCKS;25,012.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RESONA HOLDINGS INC;;;INTERNATIONAL COMMON STOCKS;309,296.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RESTAURANT BRANDS INTL;;;INTERNATIONAL COMMON STOCKS;19,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;REXEL SA;;;INTERNATIONAL COMMON STOCKS;171,548.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RICOH CO Y50;;;INTERNATIONAL COMMON STOCKS;1.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RIO TINTO PLC;;;INTERNATIONAL COMMON STOCKS;228,417.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ROCHE HLDGS AG GEN;;;INTERNATIONAL COMMON STOCKS;43,609.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ROYAL BANK OF CANADA;;;INTERNATIONAL COMMON STOCKS;566,033.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ROYAL BK SCOT GBP;;;INTERNATIONAL COMMON STOCKS;717,663.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ROYAL DUTCH SHELL PLC - A SHS;;;INTERNATIONAL COMMON STOCKS;1,832,153.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ROYAL DUTCH SHELL PLC - B SHS;;;INTERNATIONAL COMMON STOCKS;724,178.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ROYAL MAIL PLC;;;INTERNATIONAL COMMON STOCKS;713,837.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RWE AG;;;INTERNATIONAL COMMON STOCKS;87,668.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SAGE GROUP PLC;;;INTERNATIONAL COMMON STOCKS;514,461.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SAGEM S.A. NEW;;;INTERNATIONAL COMMON STOCKS;46,362.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SAINSBURY(J) GBP0.;;;INTERNATIONAL COMMON STOCKS;9,262.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SANDS CHINA LTD;;;INTERNATIONAL COMMON STOCKS;212,800.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SANKYO CO;;;INTERNATIONAL COMMON STOCKS;3.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SANOFI;;;INTERNATIONAL COMMON STOCKS;113,482.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SANTEN PHARMACEUTICAL CO;;;INTERNATIONAL COMMON STOCKS;3,150.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SAP AG;;;INTERNATIONAL COMMON STOCKS;317,028.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SAPUTO INC;;;INTERNATIONAL COMMON STOCKS;63,800.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SCENTRE GROUP;;;INTERNATIONAL COMMON STOCKS;1,647,967.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SCHIBSTED ASA - B SHS;;;INTERNATIONAL COMMON STOCKS;7,690.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SCHIBSTED ASA NWKR;;;INTERNATIONAL COMMON STOCKS;5,734.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SCHINDLER-HLDG AG;;;INTERNATIONAL COMMON STOCKS;8,447.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SCHNEIDER ELECTRIC;;;INTERNATIONAL COMMON STOCKS;59,589.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SCOR REGROUPE;;;INTERNATIONAL COMMON STOCKS;150,625.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SEGA SAMMY HOLDINGS INC;;;INTERNATIONAL COMMON STOCKS;281,400.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SEGRO PLC;;;INTERNATIONAL COMMON STOCKS;669,662.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SEIKO EPSON CORPORATION;;;INTERNATIONAL COMMON STOCKS;101,700.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SEVEN GENERATIONS ENERGY A;;;INTERNATIONAL COMMON STOCKS;42,400.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SHIMAMURA CO;;;INTERNATIONAL COMMON STOCKS;2,185.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SHIMIZU CORP Y50;;;INTERNATIONAL COMMON STOCKS;587,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SHIN-ETSU CHEMICAL;;;INTERNATIONAL COMMON STOCKS;360,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SHINSEI BANK;;;INTERNATIONAL COMMON STOCKS;98,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SHIRE PLC;;;INTERNATIONAL COMMON STOCKS;40,957.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SHIZUOKA BANK Y50;;;INTERNATIONAL COMMON STOCKS;48,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SIEMENS AG DEM 5.0;;;INTERNATIONAL COMMON STOCKS;166,760.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SIKA AG;;;INTERNATIONAL COMMON STOCKS;646.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SINGAPORE AIRLINES;;;INTERNATIONAL COMMON STOCKS;240,400.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SINGAPORE TECH ENG;;;INTERNATIONAL COMMON STOCKS;585,600.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SINGAPORE TELECOMM;;;INTERNATIONAL COMMON STOCKS;1,518,500.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SINO LAND CO ORD H;;;INTERNATIONAL COMMON STOCKS;1,084,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SJM HOLDINGS LTD;;;INTERNATIONAL COMMON STOCKS;1,402,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SMITHS GROUP PLC;;;INTERNATIONAL COMMON STOCKS;309,528.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SNC-LAVALIN GROUP INC;;;INTERNATIONAL COMMON STOCKS;14,900.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SOCIETE GENERALE;;;INTERNATIONAL COMMON STOCKS;51,963.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SODEXHO ALLIANCE;;;INTERNATIONAL COMMON STOCKS;69,478.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SOFTBANK AM CORP;;;INTERNATIONAL COMMON STOCKS;164,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SOFTBANK INVESTMENT CORP;;;INTERNATIONAL COMMON STOCKS;322,100.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SONIC HEALTHCARE LIMITED;;;INTERNATIONAL COMMON STOCKS;129,278.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SOUTH32 LTD;;;INTERNATIONAL COMMON STOCKS;809,265.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ST.JAMES PLACE CAP;;;INTERNATIONAL COMMON STOCKS;81,199.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;STANDARD CHARTERED PLC;;;INTERNATIONAL COMMON STOCKS;142,830.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;STARHUB LTD;;;INTERNATIONAL COMMON STOCKS;600,200.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;STOCKLAND TRUST GR;;;INTERNATIONAL COMMON STOCKS;818,517.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SUEZ;;;INTERNATIONAL COMMON STOCKS;1.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SUMITOMO MITSUI FINANCIAL;;;INTERNATIONAL COMMON STOCKS;77,100.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SUMITOMO RUBBER INDUSTRIES;;;INTERNATIONAL COMMON STOCKS;258,100.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SUN HUNG KAI PROPE;;;INTERNATIONAL COMMON STOCKS;158,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SUN LIFE FINANCIAL SVSC CAN;;;INTERNATIONAL COMMON STOCKS;42,600.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SUNCOR ENERGY INC;;;INTERNATIONAL COMMON STOCKS;353,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SUNCORP-METWAY LIMITED;;;INTERNATIONAL COMMON STOCKS;143,091.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SUNTEC REIT;;;INTERNATIONAL COMMON STOCKS;2,721,700.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SURUGA BANK LTD;;;INTERNATIONAL COMMON STOCKS;262,900.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SUZUKI MOTOR CORP NPV;;;INTERNATIONAL COMMON STOCKS;228.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SWISS LIFE HOLDING-REG;;;INTERNATIONAL COMMON STOCKS;14,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SWISS PRIME SITE-REG;;;INTERNATIONAL COMMON STOCKS;29,077.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SWISS RE AG;;;INTERNATIONAL COMMON STOCKS;41,262.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;SYNGENTA CHF;;;INTERNATIONAL COMMON STOCKS;10,457.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TAIHEIYO CEMENT CO;;;INTERNATIONAL COMMON STOCKS;748,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TAISEI CORP Y50;;;INTERNATIONAL COMMON STOCKS;96,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TAISHO PHARMACEUTICAL;;;INTERNATIONAL COMMON STOCKS;1.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TAIYO NIPPON SANSO;;;INTERNATIONAL COMMON STOCKS;241,500.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TANABE SEIYAKU CO LTD;;;INTERNATIONAL COMMON STOCKS;115,266.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TATE + LYLE GBP0.2;;;INTERNATIONAL COMMON STOCKS;91,744.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TAYLOR WIMPEY PLC;;;INTERNATIONAL COMMON STOCKS;133,363.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TECHNIP-COFLEXIP;;;INTERNATIONAL COMMON STOCKS;67,051.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TECK RESOURCES LTD;;;INTERNATIONAL COMMON STOCKS;1.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TEIJIN LIMITED;;;INTERNATIONAL COMMON STOCKS;211,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TELENOR ASA;;;INTERNATIONAL COMMON STOCKS;61,846.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;TELUS CORP;;;INTERNATIONAL COMMON STOCKS;32,900.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
